Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
2/16/2024,Room ,TV / Room Controls,8078S,Regular Guest,Closed-Resolved,Housekeeping,SC-36216203473430169,2/19/2024 12:27,TV / Room Controls
2/16/2024,Room ,TV / Room Controls,11014S,Regular Guest,Closed-Resolved,Housekeeping,SC-36206959621180837,2/19/2024 12:35,TV / Room Controls
2/16/2024,Dining Experience ,Issue w Venue Availability,11154P,Regular Guest,Closed-Resolved,Restaurant,SC-36212668676132801,2/19/2024 12:46,"Guest s checked in with a party of 2 and were told to wait in the lounge to be seated. However, guests went directly to a table of 4 and sat themselves. Guest s then were asked to move to a table of 2, but guests refused as he called two more of his friends to join them without a reservation."
2/16/2024,Dining Experience ,Food,8210P,Regular Guest,Closed-Resolved,Restaurant,SC-36216815547697168,2/19/2024 12:54,Guest  experienced a drink delay while eating their main course at Wake brunch.
2/16/2024,Dining Experience ,Service,9050P,Regular Guest,Closed-Resolved,Restaurant,SC-36299249474506446,2/20/2024 13:01,"Guest  was dining for brunch in a group of 5; there was an issue on expo that caused delays with their mains; Guest s were offered an apology and were looked after very well; they were served drinks long after the bar closed in order to improve their experience; Guest s left happy after experiencing issues initially, service was recovered by the server (Ni Ketut)"
2/16/2024,Dining Experience ,Service,13014S,Regular Guest,Closed-Resolved,Restaurant,SC-36261789432728913,2/20/2024 1:07,"As soon as the guests arrived in PA, they were escorted to their table, and immediately they complained about the music. They were very demanding and rude in the way they spoke to us. We kindly escorted them to another table where the speaker volume was lower. The guests enjoyed the service and food, but it was very difficult to please them."
2/16/2024,Dining Experience ,Service,8210S,Regular Guest,Closed-Resolved,Restaurant,SC-36292406883918998,2/20/2024 13:07,Guest s were dining in group of 7; there was an issue with expo during brunch service and their mains were delayed; as soon as the problem was identified RS Bart cooperated with the kitchen to prepare mains as soon as possible; mains were served shortly after; Guest s were having bottomless brunch and they were offered extra frequent top ups; they left happy and appreciative of the service; 
2/16/2024,Dining Experience ,Survey,11074P,Regular Guest,Closed-Resolved,Restaurant,SC-35543120521844591,2/20/2024 1:08,"Q: How was your dining experience?, A: 1
Q: Knowledge of the crew?, A: 3
Q: Vibe of the restaurant?, A: 3
Q: Service?, A: 1
Q: Not finished? Tell us everything!, A: The service was terrible. I sat for an hour before getting a drink. The waitress took one person's drink order and then left, didn't come back for another 10 minutes to take the rest of the orders. The table next to us arrived after us and finished their meal before we even got our appetizers. Very slow and inattentive service
"
2/16/2024,Room ,Toilet Not Flushing,11074S,Regular Guest,Closed-Resolved,Housekeeping,SC-36261763102618551,2/20/2024 1:10,Toilet Not Flushing
2/16/2024,Dining Experience ,Service,13082S,Regular Guest,Closed-Resolved,Restaurant,SC-36253598964703414,2/20/2024 1:12,"After having a seat, the guests left the venue in PA. "
2/16/2024,Dining Experience ,Service,14170P,Regular Guest,Closed-Resolved,Bars,SC-36260882224582233,2/20/2024 1:16,The guests commented that the drinks and food took too long
2/16/2024,Room ,Survey,5278i,Regular Guest,Closed-Resolved,Guest Services,SC-36307714332011038,2/20/2024 13:40,"2/20/24 GSA CANSU - Guest 's friend from room 5282A came to desk and old that yesterday he spoke one of the GSA about Guest  Thomas should be in the sea view in upcoming 4 cruises (Guest  Thomas is B2B). GSA checked MXP however Guest  shows in the same room and GSA informed Guest  Paul accordingly. GSA checked the Seaware, the booking is in sea view locked in rate for the next cruises. GSA told that sorry for the delay and inconvenience about verify the booking and promised Guest  to inform accordingly. "
2/16/2024,Room ,TV / Room Controls,10038S,Regular Guest,Closed-Resolved,Housekeeping,SC-36264658842847848,2/20/2024 2:12,TV / Room Controls
2/16/2024,Bar Experience ,Survey,14198P,Regular Guest,Closed-Resolved,Bars,SC-36311274490543359,2/20/2024 15:09,"Q: How was your bar experience?, A: 2
Q: Menu choices?, A: NA
Q: Service?, A: NA
Q: Vibe of the bar?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Bar Experience ,Survey,14198P,Regular Guest,Closed-Resolved,Bars,SC-35593588953071987,2/20/2024 15:09,"Q: How was your bar experience?, A: 2
Q: Menu choices?, A: NA
Q: Service?, A: NA
Q: Vibe of the bar?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Batch Incidents ,Other,12206P,Regular Guest,Closed-Resolved,Guest Services,SC-36299864220778027,2/20/2024 15:12,"02/20/24 3:06pm GSA - Guest  approached SS desk regarding she bought seashells and it was confiscated by security as it's not allowed to bring it onboard. GSA listened carefully, we mentioned what is the policy about the seashells and guest stating to ask for the manager. Guest  mentioned she spent 95USD for this and she wants to have it back as a Credit onboard because the situation. GSA called SSM and they had a conversation ."
2/16/2024,Security ,Guest  Fight,13050S,Regular Guest,Closed-Resolved,Guest Services,SC-35551953542016930,2/20/2024 3:35,"02/20/24 2:10AM GSA CC: GSA received a call from room 13046z stating that guests in 13050z are physically fighting, things are being thrown on the wall, and loud screams are coming from the room. "
2/16/2024,Bar Experience ,Service,5282S,VIP3,Closed-Resolved,Bars,SC-36308026499016374,2/20/2024 15:39,Guest s reported that they received a rude interaction with a bartender in Aquatic Bar and wished to speak to a manager. Valentina (Sommelier) who is the supervisor onboard during the Bimini operation went to meet the guests who advised the bartender in Aquatic had been rude. Valentina advised the guests that it was very out of character with the bartender and that they had been under a lot of pressure and would not intentionally be rude to a guest. Guest s accepted this noting that it had been quite busy. Valentina assured the guests it would be followed up with the crew member.  
2/16/2024,Room ,TV / Room Controls,8110S,Regular Guest,Closed-Resolved,Housekeeping,SC-36315824596216475,2/20/2024 16:11,TV / Room Controls
2/16/2024,Bar Experience ,Service,10198P,Regular Guest,Closed-Resolved,Bars,SC-36304883151250471,2/20/2024 16:35,"2/20/24 GSA Adeliya - Guest  via SQ ""Hi I have a concern about an interaction I had at the Bimini beach club today. I went to the bar to get a drink for my girlfriend and the bartender was very rude to me. The bartender looked at me and asked what I wanted, once I asked for what I wanted he looked and pointed at me and said “no”. Then started serving others around me. I felt (as a woman who is masculine presenting with top surgery) excluded due to my appearance although I thought virgin was made for all. I am disappointed in this experience and was expecting better. GSA apologized and offered arrange meeting Guest  replied "" That is not needed from my end. I just wanted to reassure that this behavior will not be replicated in the future. I am glad my concern was heard. I appreciate you responding, thank you.""


 "
2/16/2024,Room ,TV / Room Controls,8078S,Regular Guest,Closed-Resolved,Housekeeping,SC-36307904409380503,2/20/2024 16:37,TV / Room Controls
2/16/2024,Bar Experience ,Survey,14018P,Regular Guest,Closed-Resolved,Bars,SC-36318499705988938,2/20/2024 17:09,"Q: How was your bar experience?, A: 1
Q: Vibe of the bar?, A: 1
Q: Knowledge of the crew?, A: 1
Q: Friendliness of the crew?, A: 1
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Room ,TV / Room Controls,13178i,Regular Guest,Closed-Resolved,Housekeeping,SC-36313513502665842,2/20/2024 17:10,TV / Room Controls
2/16/2024,Bar Experience ,Other,9362S,Regular Guest,Closed-Resolved,Bars,SC-36315526101479416,2/20/2024 17:20,"02/20/24 // 5:15PM // GSA IB: Guest s approached the desk saying that they are very disappointed regarding the service hours for the bar. Guest s said that they booked a cabana for 500$ and expected to have service until the end, as the all aboard is only at 6:30PM. Guest s were explained that they were allowed to use cabanas until the back onboard time, but because of ship operations, bar service close earlier. Guest s insisted that they should have the right information/description when booking the cabanas. "
2/16/2024,Entertainment Experience ,Survey,13286P,Regular Guest,Closed-Resolved,Entertainment,SC-35602548662924016,2/20/2024 17:38,"Q: How was your entertainment?, A: 2
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: NA
Q: Are you satisfied with the amount of shows and activities at night?, A: NA
Q: Are you satisfied with the amount of shows and activities during the day?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Other ,Survey,10310S,Regular Guest,Closed-Resolved,Guest Services,SC-35602785245405822,2/20/2024 17:42,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: NA
"
2/16/2024,Room ,TV / Room Controls,10114P,Regular Guest,Closed-Resolved,Housekeeping,SC-36321189994383217,2/20/2024 17:54,TV / Room Controls
2/16/2024,Account/Billing ,Other,12194S,Regular Guest,Closed-Resolved,Guest Services,SC-36319566520617661,2/20/2024 18:27,"02/20/2024 GSA JKG. 6:26 PM
You sent
Today at 6:26 PM
12194Z
BK. 986764
Thomas RybSki
Ahoy team 
Purchased a cabana for bimini precruise 400$ and cancelled the excursion 3 weeks ago. 
The guest is expressing he has been trying to resolve and receive the refund for weeks. 
Has this purchase be refunded and still pending? purchase made with card. amex 1006. 
Thank you. 
X"
2/16/2024,Spa/Beauty Salon Experience ,Service Issue,8234i,Regular Guest,Closed-Resolved,Spa & Beauty  Salon,SC-36323200412591940,2/20/2024 18:34,"02/20 SSM: During the conversation about a missing item, Ms Cheryl stated that she experienced noise during the massage she received on the 18th. "
2/16/2024,Room ,TV / Room Controls,12090P,Regular Guest,Closed-Resolved,Housekeeping,SC-36327189296870411,2/20/2024 19:05,TV / Room Controls
2/16/2024,Dining Experience ,Service,9242S,Regular Guest,Closed-Resolved,Restaurant,SC-36318134042341462,2/20/2024 19:07,"Guest  joined a party of 2 in a small table (206), when approached by ARM Oliver we asked if everything was well to which he said that he was just chilling and was leaving soon, we told him we could add him on waiting list and we also mentioned if we had any to go food. We said that unfortunately no so we suggested waiting list or to order via ship eats as we have the wake steak on that menu."
2/16/2024,Dining Experience ,Food,10354P,Regular Guest,Closed-Resolved,Restaurant,SC-36318437726903583,2/20/2024 19:12,Guest  waited long time for his drink.
2/16/2024,Account/Billing ,Other,12322P,Regular Guest,Closed-Resolved,Guest Services,SC-35608309199017558,2/20/2024 19:14,"02/20/2024 GSA JKG. Guest  came to desk expressing that he finds it extremally deceptive of virgin to be charge 200$ for each device for internet. GSA explained to the guest this is not necessary as 1 premium can fit 2 devices. The guest was not sure if the purchase had to be purchased for the room too. GSA informed the guest a report will be logged and management will be requested to remove the charge. Apologies were expressed. Issue number two he is here with a group here for a friends 60th. guest was at a bar in the corner on deck 7, they were having drinks there, spending a lot of money. The guest ordered a round of drinks and when the drinks came they were asked to please leave there was an activity that the ship was hosting that was about to take place. They got no notice or respectfully asked to move with the assistance of offering them another area to continue their drinks and chill at. Issue no. Two. Their frend drinks a specific beer. they were told that the bar was out of this beer however when he requested this in another area the bar had it. he questioned the barman regarding this and was disappointed by the answer he received. why is there a difficult for another bar to assist the bar with the guests request. The bar man explined this in more detail. Then in Bimini the same thing happened to the guest there being ""apparent"" no supply. he ordered a bucket of beer on the island and was told they do not do buckets. he as then told the be he requested was OT of stock on the whole island they only have 2 more to provide, only to find out later the that the bar at the entrance had a full fridge of the desired beer. The guest expressed that he does not appreciate being deceived and miss treated. He is requesting things he is happy to pay for however the customer service is poor and the information given is incorrect. And being lied to is not fair. The guest has requested to see a manager from the bar team. They have dinner 6pm and then a show. GSA informed the guest that we will reach out through the room phone or message on SQ. "
2/16/2024,Lost & Found ,Lost Item,10298S,Regular Guest,Closed-Resolved,Housekeeping,SC-36327992655865019,2/20/2024 19:18,Guest  inform SS that they lost a silver ring with blue triangle stone and they asked if we can check the laundry. FM went to the room to meet the guest but they were not in the room. FM informed Laundry manager and assistant laundry manager to check as well. FM will follow up and check with the guest where they lost the ring. 
2/16/2024,Room ,Survey,13046P,Regular Guest,Closed-Resolved,Housekeeping,SC-36327366353277855,2/20/2024 19:24,"guest mentioned in the survey, ""There is a stain in the carpet that I feel a good housekeeping and carpet cleaning would resolve.  Scarlet Lady 13046a.  Check it please!"""
2/16/2024,Medical Event ,Injury,9134S,Regular Guest,Closed-Resolved,Guest Services,SC-36327907353881515,2/20/2024 19:33,"02/20 HFM OM: The email from the medical received:  Fall at Bimini Beach club

Hit by a wave

Fell backwards and hit nose"
2/16/2024,Medical Event ,Illness,13302P,Regular Guest,Closed-Resolved,Guest Services,SC-36326545667529472,2/20/2024 19:36,"02/20 HFM OM: The following Guest  is being managed for a Communicable disease.   



FULL NAME & SURNAME:  Fricker, Casey Lynn 

CURRENT CABIN: 13302A 

ISOLATION CABIN: 13302A "
2/16/2024,Medical Event ,Illness,10282S,Regular Guest,Closed-Resolved,Guest Services,SC-36327464211722586,2/20/2024 19:39,"02/20 HFM OM: The following Guest  is being managed for a Communicable disease.   



FULL NAME & SURNAME:  Torrente, Marco 

CURRENT CABIN: 10282Z 

ISOLATION CABIN: 10282Z "
2/16/2024,Dining Experience ,Service,13046P,Regular Guest,Closed-Resolved,Restaurant,SC-36325662784770177,2/20/2024 20:21,Server accidentally dropped a glass of Caymus (wine) on the guest's jacket.
2/16/2024,Entertainment Experience ,Other,12285P,VIP2,Closed-Resolved,Entertainment,SC-36326587512788655,2/20/2024 20:48,RSA Mel - guests reported to RSA Mel that they did not enjoy the Mix it Up experience - guests say that they were under the impression that they would be mixing the drinks and they also complained that the drinks were very watered down and didnt taste nice. Guest s are looking for a refund. 
2/16/2024,Room ,TV / Room Controls,10286S,Regular Guest,Closed-Resolved,Housekeeping,SC-36283527793595990,2/20/2024 8:50,TV / Room Controls
2/16/2024,Dining Experience ,Item Not Offered,14158P,Regular Guest,Closed-Resolved,Guest Services,SC-35614110729918073,2/20/2024 20:51,02/20/24 at 20:00 GSA Lola: Guest  Andrea came to SS stating she has been advised by restaurant server in Pink Agave that Treat Yourself menu charge will come out of the Bar Credit. 
2/16/2024,Internet Connection ,Other,8350S,Regular Guest,Closed-Resolved,Guest Services,SC-36328441569972485,2/20/2024 20:55,"2/20/2024 20:54 : Guest  came to SS desk and stating that they have only 2 devices connected, and then he realized that he was charged for $200, guest requested to refund one of them. Guest  has been explained that it is quite late to report since the purchased made on 17/2/2024, no promise has been given to guest."
2/16/2024,Dining Experience ,Issue w Time Availability,9150P,Regular Guest,Closed-Resolved,Restaurant,SC-36284004567918364,2/20/2024 8:58,"GSA Virgil 8:55PM- Guest  approached ss desk insisting to book him into the wake for tonight as he was not able to get in yet. I advised guest that the restaurant is fully booked, however I will message reservations supervisor just to make sure there is no cancellations to accommodate him. I explained to guest that if they will not be able to, he can try and walk in. Guest  become upset and told me that when he tried to do that he was treated like second class and RS was mean to them and he does not want to have the same experience again. Guest  wishes to speak to management."
2/16/2024,Room ,Survey,5194S,Regular Guest,Closed-Resolved,Housekeeping,SC-36331832709015955,2/20/2024 20:58,Guest  reported to SS to change the wet comforter
2/16/2024,Account/Billing ,Bar Credit,8146P,Regular Guest,Closed-Resolved,Guest Services,SC-36323658359858939,2/20/2024 21:00,GSA YANS- Guest  came at SS desk and mention they could not bought the $300 bar tab to get the promotional $50 and were told if they spend $300 on board the $50 would applied to their account..
2/16/2024,Excursion Res/Avail ,Res/Avail,14142P,Regular Guest,Closed-Resolved,Excursions,SC-36280842947524658,2/20/2024 9:06,"GSA Virgil 9:03AM- guest had an excursion booked for puerto plata. The night before guest felt ill and was throwing up, he tried cancelling his excursion, however his app did not let him. Guest  them messaged us asking to cancel which he was advised that he needed to attend medical center. Guest  then went to medical, which was closed. He called medical who advised him about the consultation fee. Guest  then refused as he did not want to pay. Guest  is asking for a refund and wants to speak to manager. He was advised that I will pass this to management."
2/16/2024,Room ,Room Safe,5294S,Regular Guest,Closed-Resolved,Housekeeping,SC-36285533502229393,2/20/2024 9:12,Room Safe
2/16/2024,Room ,TV / Room Controls,10174S,Regular Guest,Cancelled,Housekeeping,SC-36335182656626103,2/20/2024 21:18,TV / Room Controls
2/16/2024,Experience Packages ,Missing Perk,14261S,VIP2,Closed-Resolved,Guest Services,SC-35616097974103303,2/20/2024 21:24,Documentation purposes: Guest  inquire missing Celebration bubbles for around 9 rooms - Guest  are part of the Group # 28309. guest was advise that after they became a group the bubbles were removed since they are receving SL as group. RST and GrpMgr Advise the same information
2/16/2024,Retail ,Rude/Unfriendly Crew,13266S,Regular Guest,Closed-Resolved,Guest Services,SC-36325200554257367,2/20/2024 21:25,GSA SB 2/20/24 8:49 - Guest  approached the desk requesting to speak with HD saying he wanted to complaint about the manager of the shops. 
2/16/2024,Security ,Guest  Fight,8210P,Regular Guest,Closed-Resolved,Guest Services,SC-36335004053802509,2/20/2024 21:31,"02/20/24 9:25pm Guest  called SS asking for help. GSA listened carefully and asked what kind of assistance guest needs, guest said ""He hit me"" referring to her roommate. GSA mentioned we will send the assistance right away to the room. GSA called security to ask for the help"
2/16/2024,Room ,Toilet Not Flushing,13266S,Regular Guest,Closed-Resolved,Housekeeping,SC-36336369496201653,2/20/2024 21:38,Toilet Not Flushing
2/16/2024,Room ,Shower / Plumbing,13266S,Regular Guest,Closed-Resolved,Housekeeping,SC-36323091983045420,2/20/2024 21:39,Shower / Plumbing
2/16/2024,Room ,Air Conditioning,13266S,Regular Guest,Closed-Resolved,Housekeeping,SC-36323139150493449,2/20/2024 21:40,Air Conditioning
2/16/2024,Dining Experience ,Dining Reservations ,9214P,Regular Guest,Closed-Resolved,Restaurant,SC-33634691398049579,2/20/2024 21:42,Guest s claimed that was long line for he reservations. 
2/16/2024,Dining Experience ,Service,13274P,Regular Guest,Closed-Resolved,Bars,SC-36335674515012096,2/20/2024 21:42,"comment:Super slow service,  took one half out drink order then another 30 minutes to take the other half.  I had asked 3 different staffers before our waiter came back."
2/16/2024,Room ,Room Safe,12202P,Regular Guest,Closed-Resolved,Housekeeping,SC-36293180661185576,2/20/2024 9:54,Room Safe
2/16/2024,Dining Experience ,Survey,10042P,Regular Guest,Closed-Resolved,Restaurant,SC-36327471466243049,2/20/2024 22:03,"Q: How was your dining experience?, A: 2
Q: Knowledge of the crew?, A: 3
Q: Service?, A: 3
Q: Menu choices?, A: 2
Q: Not finished? Tell us everything!, A: There are conflicting versions of what is and isn’t gluten free on the app compared to the in restaurant menu. The food we got was just okay. 
"
2/16/2024,Bar Experience ,Survey,11350S,Regular Guest,Closed-Resolved,Bars,SC-36327455432131615,2/20/2024 22:03,"Q: How was your bar experience?, A: 4
Q: Menu choices?, A: 2
Q: Vibe of the bar?, A: 5
Q: Quality of the drinks?, A: 4
Q: Not finished? Tell us everything!, A: Need better food and the cabana should have served drinks ?? past 3pm
We left the beach club by 3 to go explore the island 
"
2/16/2024,Dining Experience ,Survey,8102P,Regular Guest,Closed-Resolved,Restaurant,SC-36327454653708979,2/20/2024 22:03,"Q: How was your dining experience?, A: 2
Q: Vibe of the restaurant?, A: 4
Q: Knowledge of the crew?, A: 4
Q: Quality of the drinks?, A: 4
Q: Not finished? Tell us everything!, A: My meatball had what appeared to be a rock in it I bit into it and thought I broke a tooth. Spoke to two different managers who apologized profusely but just a weird and kinda gross experience. Made me apprehensive to eat the rest of the food 
"
2/16/2024,Dining Experience ,Survey,8110S,Regular Guest,Closed-Resolved,Restaurant,SC-35618443307810396,2/20/2024 22:03,"Q: How was your dining experience?, A: 2
Q: Quality of the drinks?, A: 4
Q: Menu choices?, A: 4
Q: Knowledge of the crew?, A: 4
Q: Not finished? Tell us everything!, A: Server disappeared and left us to cook the food for ourselves and forget to bring the rest of the meat for other at the table 
"
2/16/2024,Bar Experience ,Survey,8138P,Regular Guest,Closed-Resolved,Bars,SC-35618526123494964,2/20/2024 22:04,"Q: How was your bar experience?, A: 1
Q: Quality of the drinks?, A: 3
Q: Menu choices?, A: 4
Q: Knowledge of the crew?, A: 3
Q: Not finished? Tell us everything!, A: The bartender was incredibly rude. Draco or Darko (something like that) has ignored me on 3 different occasions at the bar. This has happened several times over the last few days. I have been stood at the bar patiently waiting and the bar tender has been talking to colleagues and then jumping to serve other guests. I don’t mind this, but he served 3 different people before me. I was there first. I waited 15 mins before asking Jasmine to take my order instead!
"
2/16/2024,Bar Experience ,Survey,10102P,Regular Guest,Closed-Resolved,Bars,SC-36327560508938663,2/20/2024 22:05,"Q: How was your bar experience?, A: 3
Q: Menu choices?, A: 4
Q: Service?, A: 1
Q: Friendliness of the crew?, A: 1
Q: Not finished? Tell us everything!, A: British accent bartender was rude and denied us water.  Bartender located in the bar to the right of the DJ. Thankfully someone else was able to provide water. Distasteful experience 
"
2/16/2024,Other ,Survey,9314S,Regular Guest,Closed-Resolved,Guest Services,SC-36327612826574617,2/20/2024 22:05,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: Hard to get correct info or questions answered from anyone. BS run around spent more time at guest service than I wanted too.
"
2/16/2024,Dining Experience ,Food,14253S,VIP2,Closed-Resolved,Restaurant,SC-36331975984793886,2/20/2024 22:06,"Guest s had a reservation in Korean BBQ at 6:30 PM and were seated on time. After few minutes and after the server approached the table to give water and menus, guest approached the desk to ask if she was going to have a dedicated server, RS explained that the SV will do his best to guide them through the experience but he will divide his time equally with the other tables/ 
Same guest confirmed during taking the order she has shellfish allergy, she just came to GB for the chicken nuggets, which unfortunately are cross contaminated as fried in the same oil of the ""hot bar"". 
Guest  didn't have anything else and she left before RM could approach her, RM spoke to the rest of the party which reassure that she was fine and she left because of a personal issue. RM still sincerely apologies for the inconvenience. 
RM asked RS Jake to check where the guest went for dinner, Guest  went to eat in Razzle,RM contacted RS Razzle to have him apologize on our behalf but the guest already left. "
2/16/2024,Dining Experience ,Survey,8358S,Regular Guest,Closed-Resolved,Restaurant,SC-35618756418741304,2/20/2024 22:08,"Q: How was your dining experience?, A: 3
Q: Quality of the food?, A: 2
Q: Friendliness of the crew?, A: 5
Q: Vibe of the restaurant?, A: 3
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Dining Experience ,Survey,11326S,Regular Guest,Closed-Resolved,Restaurant,SC-36328293610376873,2/20/2024 22:17,"Q: How was your dining experience?, A: 2
Q: Vibe of the restaurant?, A: 2
Q: Friendliness of the crew?, A: 4
Q: Menu choices?, A: 2
Q: Not finished? Tell us everything!, A: Maybe because this was last night, which still would not be right,  but nothing was hardly opened, choices of food was minimal for dietary purposes, food from the dine and dash was cold like the penne pasta and gnocchi , focaccia bread cold, drink machine not fully functioning. Minimal staff for assistance.  
"
2/16/2024,Experience Packages ,Missing Amenitites,13122S,Regular Guest,Closed-Resolved,Guest Services,SC-36331948671169323,2/20/2024 22:17,"2/20/2024 10:14 GSA Bagas : Guest  came at SS desk and stated that she supposed to receive a bubble ( According to the travel agent ), GSA check in the manifest and seaware and they ar not in the list, GSA Double checking with Group manager, so since guest are circle that promotion is fall off, GSA has been explained to guest, however guest did not accept it."
2/16/2024,Dining Experience ,Survey,13098P,Regular Guest,Closed-Resolved,Restaurant,SC-36328531249677942,2/20/2024 22:21,"Q: How was your dining experience?, A: 2
Q: Menu choices?, A: 3
Q: Vibe of the restaurant?, A: 3
Q: Knowledge of the crew?, A: 3
Q: Not finished? Tell us everything!, A: The Shrimp and Grits was more like shrimp on top of bread. My wife ordered the baked potatoe and they brought put cream spinach. The over all dinner was lack luster. Even the deserts we unimpressive.
"
2/16/2024,Room ,Toilet Not Flushing,9122P,Regular Guest,Closed-Resolved,Housekeeping,SC-36333570354923403,2/20/2024 22:33,Toilet Not Flushing
2/16/2024,Room ,Air Conditioning,10134P,Regular Guest,Closed-Resolved,Housekeeping,SC-36295035009901787,2/20/2024 10:38,Air Conditioning
2/16/2024,Dining Experience ,Food,12078S,Regular Guest,Closed-Resolved,Restaurant,SC-36329565003462500,2/20/2024 22:38,"Guest s mentioned to RM Tetiana that bone marrow was cold and shrimp and grits was over cooked 

RM Tetiana apologized to the guests and offered to change dish , however guests refused and mentioned that she had a great service and everyone so nice to her. "
2/16/2024,Entertainment Experience ,Survey,13202i,Regular Guest,Closed-Resolved,Entertainment,SC-36330412591621680,2/20/2024 22:52,"Q: How was your entertainment?, A: 1
Q: Are you satisfied with the amount of shows and activities during the day?, A: 2
Q: Are you satisfied with the amount of shows and activities at night?, A: 1
Q: Are there any shows or activities that you would like to see that we don't currently offer?, A: Venues too small and book up too fast. Only daw 1 show the entire cruise.
Q: Not finished? Tell us everything!, A: Dinners and shows booked up fast. We'd like more activities during the day also.
"
2/16/2024,Internet Connection ,Other,9120S,Regular Guest,Closed-Resolved,Guest Services,SC-36298018524116363,2/20/2024 11:11,"02/20/2024 10:52AM GSA AC: The guest sent a message on the SQ that read: "" Hi, I noticed a charge for $100 on my bill for WIFI but I never purchased WIFI. Can you please adjust this?"" GSA then responded to the guest with a message that read: ""Ahoy Jack! Good morning. Kindly allow us to check this and we will revert to you shortly."""
2/16/2024,Other ,Survey,8186P,Regular Guest,Closed-Resolved,Guest Services,SC-35579458912384778,2/20/2024 11:13,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: Having cruised with the company over the summer (Departure port: Athens) we were excited to come back. We are highly disappointed in this experience. Knowing we booked this cruise last minute (due to personal schedule) we haven’t been able to make any dinner reservations. We had success one night to make a “waiting list” at razzle dazzle, but were told by every other restaurant that they were booked for the week. This is unacceptable for the money paid and the experience that’s advertised.  It has made dinner a stress and unenjoyable. With this in mind, we went from raving about virgin to probably not cruise again with the company. 
"
2/16/2024,Other ,Survey,11182S,Regular Guest,Closed-Resolved,Guest Services,SC-35579486571037940,2/20/2024 11:14,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: Dinner last night was not a good experience at Korean BBQ. Everything was unorganized.
"
2/16/2024,Other ,Survey,11182S,Regular Guest,Closed-Resolved,Restaurant,SC-35579485774293811,2/20/2024 11:14,"Q: How would you rate the overall Company Voyages Experience so far?, A: 2
Q: Tell us everything!, A: Dinner last night was not a good experience at Korean BBQ. Everything was unorganized.
"
2/16/2024,Dining Experience ,Survey,14229S,VIP2,Closed-Resolved,Restaurant,SC-36331698674187492,2/20/2024 23:14,"Q: How was your dining experience?, A: 1
Q: Menu choices?, A: 2
Q: Vibe of the restaurant?, A: 4
Q: Service?, A: 1
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Dining Experience ,Survey,14229S,VIP2,Closed-Resolved,Restaurant,SC-36331698020558372,2/20/2024 23:14,"Q: How was your dining experience?, A: 1
Q: Menu choices?, A: 2
Q: Vibe of the restaurant?, A: 4
Q: Service?, A: 1
Q: Not finished? Tell us everything!, A: NA
"
2/16/2024,Room ,Toilet Not Flushing,10250S,Regular Guest,Cancelled,Housekeeping,SC-36332476119003116,2/20/2024 23:26,Toilet Not Flushing
2/16/2024,Room ,TV / Room Controls,9130S,Regular Guest,Closed-Resolved,Housekeeping,SC-36336505835174199,2/20/2024 23:33,TV / Room Controls
2/16/2024,Experience Packages ,Late Delivery,10182S,Regular Guest,Closed-Resolved,Guest Services,SC-36333544895831849,2/20/2024 23:44,"GSA YANS- Guest  came at desk at 11:10 very upset and frustrated. They mention since they embark they were told to get a bottle of champagne as they are splash of bash. They were told they will receive on the second day of the cruises. Second pass they did not receive. They ask again and again did not receive anything. They came down at ss desk 4 times and were told to get 1 but yet never receive. Today last day of their cruises did not receive anything, that why they came down at ss desk again and saying why virgin says something but never do it. They were upset and sad. GSA Apologies and give them a bottle of champagne Moet from the office to make their last day nice and not to make them feel unattended. Guest  was happy and GSA apologies again for the bad experience they had. "
2/16/2024,Dining Experience ,Food,11014P,Regular Guest,Closed-Resolved,Restaurant,SC-36342362489227867,2/20/2024 23:54,"Mr. Boos was dining in Extra Company, ordered a drink Italian Stallion which he didn't like it and asked for something else."
2/16/2024,Dining Experience ,Survey,9386S,Regular Guest,Closed-Resolved,Restaurant,SC-35539039322879950,2/20/2024 0:00,"Q: How was your dining experience?, A: 2
Q: Vibe of the restaurant?, A: 4
Q: Friendliness of the crew?, A: 3
Q: Quality of the drinks?, A: 3
Q: Not finished? Tell us everything!, A: The Wake's service is very slow. The Wake Benedict's pork belly was dry. Sauce is too sour. The spinach was too salty. The eggs were fine.
"
